34025	 dwtaš 	aw	三人称単数人称代名詞（彼、彼女）	ta	・・・個pos_num:sp_	dw	2
46048	 gft 	gftn	言う				
46072	 gft 	gftn	言う				
48011	 gft 	gftn	言う				
48029	 gft 	gftn	言う				
50062	 gft 	gftn	言う				
51005	 gft 	gftn	言う				
52002	 gft 	gftn	言う				
52007	 gft 	gftn	言う				
52009	 gft 	gftn	言う				
56003	 gft 	gftn	言う				
56006	 gft 	gftn	言う				
56006	 gft 	gftn	言う				
56007	 gft 	gftn	言う				
56008	 gft 	gftn	言う				
56012	 gft 	gftn	言う				
56013	 gft 	gftn	言う				
56013	 gft 	gftn	言う				
56015	 gft 	gftn	言う				
56016	 gft 	gftn	言う				
58003	 gft 	gftn	言う				
58005	 gft 	gftn	言う				
58006	 gft 	gftn	言う				
58009	 gft 	gftn	言う				
58011	 gft 	gftn	言う				
58014	 gft 	gftn	言う				
58024	 gft 	gftn	言う				
58031	 gft 	gftn	言う				
58040	 gft 	gftn	言う				
58046	 gft 	gftn	言う				
58047	 gft 	gftn	言う				
58048	 gft 	gftn	言う				
58056	 gft 	gftn	言う				
58056	 gft 	gftn	言う				
61004	 gft 	gftn	言う				
61008	 gft 	gftn	言う				
61010	 gft 	gftn	言う				
61012	 gft 	gftn	言う				
61019	 gft 	gftn	言う				
61020	 gft 	gftn	言う				
61024	 gft 	gftn	言う				
63009	 gft 	gftn	言う				
63018	 gft 	gftn	言う				
63019	 gft 	gftn	言う				
63020	 gft 	gftn	言う				
63033	 gft 	gftn	言う				
63034	 gft 	gftn	言う				
63038	 gft 	gftn	言う				
64007	 gft 	gftn	言う				
65013	 gft 	gftn	言う				
65014	 gft 	gftn	言う				
66003	 gft 	gftn	言う				
66004	 gft 	gftn	言う				
66005	 gft 	gftn	言う				
66006	 gft 	gftn	言う				
66008	 gft 	gftn	言う				
66009	 gft 	gftn	言う				
66013	 gft 	gftn	言う				
66014	 gft 	gftn	言う				
66015	 gft 	gftn	言う				
66016	 gft 	gftn	言う				
66019	 gft 	gftn	言う				
66022	 gft 	gftn	言う				
66023	 gft 	gftn	言う				
66024	 gft 	gftn	言う				
66025	 gft 	gftn	言う				
66026	 gft 	gftn	言う				
66027	 gft 	gftn	言う				
66028	 gft 	gftn	言う				
66029	 gft 	gftn	言う				
66030	 gft 	gftn	言う				
66031	 gft 	gftn	言う				
67008	 gft 	gftn	言う				
67012	 gft 	gftn	言う				
67013	 gft 	gftn	言う				
67018	 gft 	gftn	言う				
67022	 gft 	gftn	言う				
67023	 gft 	gftn	言う				
67028	 gft 	gftn	言う				
67029	 gft 	gftn	言う				
67031	 gft 	gftn	言う				
67031	 gft 	gftn	言う				
67031	 gft 	gftn	言う				
67033	 gft 	gftn	言う				
68002	 gft 	gftn	言う				
68004	 gft 	gftn	言う				
68010	 gft 	gftn	言う				
68012	 gft 	gftn	言う				
69004	 gft 	gftn	言う				
69005	 gft 	gftn	言う				
69006	 gft 	gftn	言う				
69008	 gft 	gftn	言う				
69014	 gft 	gftn	言う				
69015	 gft 	gftn	言う				
69017	 gft 	gftn	言う				
70007	 gft 	gftn	言う				
33005	 gft 	gftn	言う				
32051	 gftm 	gftn	言う				
44084	 gftm 	gftn	言う				
59043	 gftm 	gftn	言う				
32044	 gftn 	gftn	言う				
34029	 gftn 	gftn	言う				
34029	 gftn 	gftn	言う				
34030	 gftn 	gftn	言う				
35026	 gftn 	gftn	言う				
37038	 gftn 	gftn	言う				
39005	 gftn 	gftn	言う				
39012	 gftn 	gftn	言う				
39016	 gftn 	gftn	言う				
39020	 gftn 	gftn	言う				
39021	 gftn 	gftn	言う				
41003	 gftn 	gftn	言う				
41007	 gftn 	gftn	言う				
41008	 gftn 	gftn	言う				
41008	 gftn 	gftn	言う				
41022	 gftn 	gftn	言う				
41029	 gftn 	gftn	言う				
41031	 gftn 	gftn	言う				
44074	 gftn 	gftn	言う				
45027	 gftn 	gftn	言う				
45028	 gftn 	gftn	言う				
45030	 gftn 	gftn	言う				
45032	 gftn 	gftn	言う				
45040	 gftn 	gftn	言う				
53085	 gftn 	gftn	言う				
53114	 gftn 	gftn	言う				
57012	 gftn 	gftn	言う				
57046	 gftn 	gftn	言う				
57048	 gftn 	gftn	言う				
57052	 gftn 	gftn	言う				
58034	 gftn 	gftn	言う				
59032	 gftn 	gftn	言う				
59033	 gftn 	gftn	言う				
59058	 gftn 	gftn	言う				
32044	 gftnd 	gftn	言う				
58047	 gftnd 	gftn	言う				
31052	 gfte 	gftn	言う				
32045	 gfte 	gftn	言う				
34057	 gfte 	gftn	言う				
34058	 gfte 	gftn	言う				
44069	 gfte 	gftn	言う				
45023	 gfte 	gftn	言う				
46034	 gfte 	gftn	言う				
47015	 gfte 	gftn	言う				
47016	 gfte 	gftn	言う				
47017	 gfte 	gftn	言う				
47025	 gfte 	gftn	言う				
47025	 gfte 	gftn	言う				
49006	 gfte 	gftn	言う				
57048	 gfte 	gftn	言う				
67014	 gfte 	gftn	言う				
35011	 gfty 	gftn	言う				
35013	 gfty 	gftn	言う				
47042	 gfty 	gftn	言う				
32057	 gftym 	gftn	言う				
57041	 gftym 	gftn	言う				
57025	 mygf 	gftn	言う				
57026	 mygf 	gftn	言う				
59013	 mygf 	gftn	言う				
31013	 mygft 	gftn	言う				
32003	 mygft 	gftn	言う				
32004	 mygft 	gftn	言う				
32038	 mygft 	gftn	言う				
32050	 mygft 	gftn	言う				
34006	 mygft 	gftn	言う				
37029	 mygft 	gftn	言う				
50054	 mygft 	gftn	言う				
58029	 mygft 	gftn	言う				
59043	 mygftm 	gftn	言う				
34021	 mygftn 	gftn	言う				
46002	 mygftn 	gftn	言う				
50033	 mygftn 	gftn	言う				
59079	 mygftn 	gftn	言う				
62011	 mygftn 	gftn	言う				
67011	 mygftn 	gftn	言う				
34015	 mygftnd 	gftn	言う				
50033	 mygfte 	gftn	言う				
57049	 mygfte 	gftn	言う				
36022	 mygm 	gftn	言う				
44079	 mygm 	gftn	言う				
46051	 mygm 	gftn	言う				
58016	 mygm 	gftn	言う				
31051	 mygn 	gftn	言う				
34016	 mygn 	gftn	言う				
34020	 mygn 	gftn	言う				
36017	 mygn 	gftn	言う				
38010	 mygn 	gftn	言う				
44071	 mygn 	gftn	言う				
46008	 mygn 	gftn	言う				
50030	 mygn 	gftn	言う				
50030	 mygn 	gftn	言う				
53117	 mygn 	gftn	言う				
53118	 mygn 	gftn	言う				
53118	 mygn 	gftn	言う				
53119	 mygn 	gftn	言う				
58012	 mygn 	gftn	言う				
59002	 mygn 	gftn	言う				
59079	 mygn 	gftn	言う				
59079	 mygn 	gftn	言う				
67011	 mygn 	gftn	言う				
67026	 mygn 	gftn	言う				
31026	 myge 	gftn	言う				
31030	 myge 	gftn	言う				
31031	 myge 	gftn	言う				
31031	 myge 	gftn	言う				
31032	 myge 	gftn	言う				
31037	 myge 	gftn	言う				
31044	 myge 	gftn	言う				
31046	 myge 	gftn	言う				
31047	 myge 	gftn	言う				
31047	 myge 	gftn	言う				
31049	 myge 	gftn	言う				
31052	 myge 	gftn	言う				
32047	 myge 	gftn	言う				
34036	 myge 	gftn	言う				
35023	 myge 	gftn	言う				
36020	 myge 	gftn	言う				
36026	 myge 	gftn	言う				
36030	 myge 	gftn	言う				
37013	 myge 	gftn	言う				
37018	 myge 	gftn	言う				
37037	 myge 	gftn	言う				
38017	 myge 	gftn	言う				
40009	 myge 	gftn	言う				
40010	 myge 	gftn	言う				
40012	 myge 	gftn	言う				
40012	 myge 	gftn	言う				
40021	 myge 	gftn	言う				
40030	 myge 	gftn	言う				
40030	 myge 	gftn	言う				
40031	 myge 	gftn	言う				
40031	 myge 	gftn	言う				
40032	 myge 	gftn	言う				
42004	 myge 	gftn	言う				
42011	 myge 	gftn	言う				
42014	 myge 	gftn	言う				
42014	 myge 	gftn	言う				
42015	 myge 	gftn	言う				
44004	 myge 	gftn	言う				
44012	 myge 	gftn	言う				
44014	 myge 	gftn	言う				
44016	 myge 	gftn	言う				
44018	 myge 	gftn	言う				
44019	 myge 	gftn	言う				
44022	 myge 	gftn	言う				
44024	 myge 	gftn	言う				
44038	 myge 	gftn	言う				
44044	 myge 	gftn	言う				
44046	 myge 	gftn	言う				
44048	 myge 	gftn	言う				
44050	 myge 	gftn	言う				
44053	 myge 	gftn	言う				
44056	 myge 	gftn	言う				
44062	 myge 	gftn	言う				
44073	 myge 	gftn	言う				
44075	 myge 	gftn	言う				
44076	 myge 	gftn	言う				
44079	 myge 	gftn	言う				
44081	 myge 	gftn	言う				
44082	 myge 	gftn	言う				
44082	 myge 	gftn	言う				
44086	 myge 	gftn	言う				
44088	 myge 	gftn	言う				
46011	 myge 	gftn	言う				
46023	 myge 	gftn	言う				
46071	 myge 	gftn	言う				
47008	 myge 	gftn	言う				
47009	 myge 	gftn	言う				
47010	 myge 	gftn	言う				
47019	 myge 	gftn	言う				
47020	 myge 	gftn	言う				
47023	 myge 	gftn	言う				
47023	 myge 	gftn	言う				
47024	 myge 	gftn	言う				
47026	 myge 	gftn	言う				
47026	 myge 	gftn	言う				
47027	 myge 	gftn	言う				
47031	 myge 	gftn	言う				
47032	 myge 	gftn	言う				
47033	 myge 	gftn	言う				
47034	 myge 	gftn	言う				
47037	 myge 	gftn	言う				
47038	 myge 	gftn	言う				
47039	 myge 	gftn	言う				
47041	 myge 	gftn	言う				
47042	 myge 	gftn	言う				
47043	 myge 	gftn	言う				
47047	 myge 	gftn	言う				
47049	 myge 	gftn	言う				
47050	 myge 	gftn	言う				
47051	 myge 	gftn	言う				
47052	 myge 	gftn	言う				
49010	 myge 	gftn	言う				
49011	 myge 	gftn	言う				
49012	 myge 	gftn	言う				
49020	 myge 	gftn	言う				
49029	 myge 	gftn	言う				
49038	 myge 	gftn	言う				
49038	 myge 	gftn	言う				
50004	 myge 	gftn	言う				
50004	 myge 	gftn	言う				
50010	 myge 	gftn	言う				
50035	 myge 	gftn	言う				
50035	 myge 	gftn	言う				
50045	 myge 	gftn	言う				
50071	 myge 	gftn	言う				
50072	 myge 	gftn	言う				
50074	 myge 	gftn	言う				
50077	 myge 	gftn	言う				
50080	 myge 	gftn	言う				
53004	 myge 	gftn	言う				
53019	 myge 	gftn	言う				
53020	 myge 	gftn	言う				
53026	 myge 	gftn	言う				
53027	 myge 	gftn	言う				
53034	 myge 	gftn	言う				
53062	 myge 	gftn	言う				
53063	 myge 	gftn	言う				
53069	 myge 	gftn	言う				
53069	 myge 	gftn	言う				
53073	 myge 	gftn	言う				
53091	 myge 	gftn	言う				
53092	 myge 	gftn	言う				
53092	 myge 	gftn	言う				
53095	 myge 	gftn	言う				
53097	 myge 	gftn	言う				
53098	 myge 	gftn	言う				
53099	 myge 	gftn	言う				
53113	 myge 	gftn	言う				
53120	 myge 	gftn	言う				
53121	 myge 	gftn	言う				
58016	 myge 	gftn	言う				
58025	 myge 	gftn	言う				
59024	 myge 	gftn	言う				
59025	 myge 	gftn	言う				
60003	 myge 	gftn	言う				
60003	 myge 	gftn	言う				
60005	 myge 	gftn	言う				
62006	 myge 	gftn	言う				
62013	 myge 	gftn	言う				
62015	 myge 	gftn	言う				
62019	 myge 	gftn	言う				
62019	 myge 	gftn	言う				
62022	 myge 	gftn	言う				
62023	 myge 	gftn	言う				
62025	 myge 	gftn	言う				
62026	 myge 	gftn	言う				
62029	 myge 	gftn	言う				
62033	 myge 	gftn	言う				
63029	 myge 	gftn	言う				
71003	 myge 	gftn	言う				
71004	 myge 	gftn	言う				
71007	 myge 	gftn	言う				
71008	 myge 	gftn	言う				
71010	 myge 	gftn	言う				
71012	 myge 	gftn	言う				
71016	 myge 	gftn	言う				
71017	 myge 	gftn	言う				
33004	 myge 	gftn	言う				
49017	 mygwwd 	gftn	言う				
49018	 mygwwd 	gftn	言う				
49021	 mygwwd 	gftn	言う				
49031	 mygwwd 	gftn	言う				
49033	 mygwwd 	gftn	言う				
49034	 mygwwd 	gftn	言う				
49015	 mygwwe 	gftn	言う				
49016	 mygwwe 	gftn	言う				
49009	 mygwyd 	gftn	言う				
49012	 mygwym 	gftn	言う				
32004	 mygy 	gftn	言う				
32051	 mygy 	gftn	言う				
35019	 mygy 	gftn	言う				
44027	 mygy 	gftn	言う				
44028	 mygy 	gftn	言う				
46010	 mygy 	gftn	言う				
47016	 mygy 	gftn	言う				
47025	 mygy 	gftn	言う				
58019	 mygy 	gftn	言う				
58026	 mygy 	gftn	言う				
58034	 mygy 	gftn	言う				
59041	 mygy 	gftn	言う				
59053	 mygy 	gftn	言う				
67038	 mygy 	gftn	言う				
33002	 mygym 	gftn	言う				
32029	 ngft 	gftn	言う				
58004	 ngft 	gftn	言う				
62028	 ngft 	gftn	言う				
66031	 ngftm 	gftn	言う				
58008	 ngfty 	gftn	言う				
47047	 ngm 	gftn	言う				
59055	 ngm 	gftn	言う				
31044	 ngw 	gftn	言う				
49035	 ngwy 	gftn	言う				
31049	 ngy 	gftn	言う				
45009	 ngy 	gftn	言う				
45021	 ngy 	gftn	言う				
59035	 ngy 	gftn	言う				
40006	 nmygft 	gftn	言う				
31045	 nmyge 	gftn	言う				
31046	 nmyge 	gftn	言う				
47023	 nmyge 	gftn	言う				
36027	 ħrf 	ħrf	言葉				
44066	 ħrf 	ħrf	言葉				
47025	 ħrf 	ħrf	言葉				
47042	 ħrf 	ħrf	言葉				
47050	 ħrf 	ħrf	言葉				
50064	 ħrf 	ħrf	言葉				
58021	 ħrf 	ħrf	言葉				
58028	 ħrf 	ħrf	言葉				
58036	 ħrf 	ħrf	言葉				
64014	 ħrf 	ħrf	言葉				
44029	 ħrf 	ħrf	言葉				
44030	 ħrf 	ħrf	言葉				
31052	 ħrf ea 	ħrf	言葉				
44082	 ħrf ea 	ħrf	言葉				
58018	 ħrf ea 	ħrf	言葉				
44086	 ħrfa 	ħrf	言葉				
33001	 zban 	zban	言葉				
34022	 zb=wn 	zban	言葉				
34057	 ħd 	ħd	限界				
44014	 ħd 	ħd	限界				
44041	 ħd 	ħd	限界				
65002	 ħdwd 	ħdwd	限界				
44088	 jda 	jda	個々の				
44088	 jda 	jda	個々の				
44089	 jda 	jda	個々の				
35015	 šxş 	šxş	個人				
35024	 šxşy 	šxş	個人				
49001	 šxşy 	šxş	個人				
65001	 šxşy 	šxş	個人				
32015	 a 	a	呼びかけを表わす接尾辞				
32021	 a 	a	呼びかけを表わす接尾辞				
32037	 a 	a	呼びかけを表わす接尾辞				
44074	 pafšary 	pafšary	固執				
32008	 dr 	dr	戸				
32011	 dr 	dr	戸				
32012	 dr 	dr	戸				
32022	 dr 	dr	戸				
32035	 dr 	dr	戸				
32044	 dr 	dr	戸				
32046	 dr 	dr	戸				
32064	 dr 	dr	戸				
33006	 dr 	dr	戸				
34040	 dr 	dr	戸				
34041	 dr 	dr	戸				
41044	 dr 	dr	戸				
44002	 dr 	dr	戸				
44010	 dr 	dr	戸				
44011	 dr 	dr	戸				
44027	 dr 	dr	戸				
44028	 dr 	dr	戸				
44029	 dr 	dr	戸				
44030	 dr 	dr	戸				
44030	 dr 	dr	戸				
44030	 dr 	dr	戸				
44031	 dr 	dr	戸				
44034	 dr 	dr	戸				
44036	 dr 	dr	戸				
44036	 dr 	dr	戸				
44037	 dr 	dr	戸				
44044	 dr 	dr	戸				
44045	 dr 	dr	戸				
44070	 dr 	dr	戸				
44071	 dr 	dr	戸				
45005	 dr 	dr	戸				
46013	 dr 	dr	戸				
46014	 dr 	dr	戸				
50004	 dr 	dr	戸				
50004	 dr 	dr	戸				
50041	 dr 	dr	戸				
51004	 dr 	dr	戸				
53052	 dr 	dr	戸				
56011	 dr 	dr	戸				
67028	 dr 	dr	戸				
45004	 dr 	dr	戸				
45005	 dr 	dr	戸				
53012	 bdr 	bdr	戸外へ				
41006	 rwbae 	rwbae	狐				
41010	 rwbae 	rwbae	狐				
41010	 rwbae 	rwbae	狐				
41013	 rwbae 	rwbae	狐				
70001	 rwba´y 	rwbae	狐				
65003	 ayn 	b'd	後に				
43005	 b'd 	b'd	後に				
43013	 b'd 	b'd	後に				
31029	 b'd 	b'd	後に				
31035	 b'd 	b'd	後に				
31039	 b'd 	b'd	後に				
33006	 b'd 	b'd	後に				
33007	 b'd 	b'd	後に				
33007	 b'd 	b'd	後に				
33014	 b'd 	b'd	後に				
34014	 b'd 	b'd	後に				
34028	 b'd 	b'd	後に				
34036	 b'd 	b'd	後に				
34042	 b'd 	b'd	後に				
34045	 b'd 	b'd	後に				
34045	 b'd 	b'd	後に				
34047	 b'd 	b'd	後に				
34047	 b'd 	b'd	後に				
34052	 b'd 	b'd	後に				
34053	 b'd 	b'd	後に				
35024	 b'd 	b'd	後に				
37031	 b'd 	b'd	後に				
37056	 b'd 	b'd	後に				
38002	 b'd 	b'd	後に				
38005	 b'd 	b'd	後に				
38007	 b'd 	b'd	後に				
38014	 b'd 	b'd	後に				
38014	 b'd 	b'd	後に				
38021	 b'd 	b'd	後に				
40007	 b'd 	b'd	後に				
40008	 b'd 	b'd	後に				
40012	 b'd 	b'd	後に				
40015	 b'd 	b'd	後に				
40017	 b'd 	b'd	後に				
40018	 b'd 	b'd	後に				
40019	 b'd 	b'd	後に				
40023	 b'd 	b'd	後に				
40029	 b'd 	b'd	後に				
40030	 b'd 	b'd	後に				
40032	 b'd 	b'd	後に				
41009	 b'd 	b'd	後に				
41013	 b'd 	b'd	後に				
41014	 b'd 	b'd	後に				
41016	 b'd 	b'd	後に				
41016	 b'd 	b'd	後に				
41020	 b'd 	b'd	後に				
41024	 b'd 	b'd	後に				
41030	 b'd 	b'd	後に				
41031	 b'd 	b'd	後に				
41035	 b'd 	b'd	後に				
41037	 b'd 	b'd	後に				
41038	 b'd 	b'd	後に				
41046	 b'd 	b'd	後に				
41050	 b'd 	b'd	後に				
41052	 b'd 	b'd	後に				
41054	 b'd 	b'd	後に				
43030	 b'd 	b'd	後に				
44007	 b'd 	b'd	後に				
44009	 b'd 	b'd	後に				
44011	 b'd 	b'd	後に				
44018	 b'd 	b'd	後に				
44042	 b'd 	b'd	後に				
44043	 b'd 	b'd	後に				
44054	 b'd 	b'd	後に				
44054	 b'd 	b'd	後に				
44061	 b'd 	b'd	後に				
44062	 b'd 	b'd	後に				
44073	 b'd 	b'd	後に				
44076	 b'd 	b'd	後に				
44077	 b'd 	b'd	後に				
44086	 b'd 	b'd	後に				
44089	 b'd 	b'd	後に				
46015	 b'd 	b'd	後に				
46048	 b'd 	b'd	後に				
48002	 b'd 	b'd	後に				
48003	 b'd 	b'd	後に				
48006	 b'd 	b'd	後に				
48009	 b'd 	b'd	後に				
48010	 b'd 	b'd	後に				
48011	 b'd 	b'd	後に				
48015	 b'd 	b'd	後に				
48016	 b'd 	b'd	後に				
48024	 b'd 	b'd	後に				
48026	 b'd 	b'd	後に				
48027	 b'd 	b'd	後に				
50003	 b'd 	b'd	後に				
50004	 b'd 	b'd	後に				
50005	 b'd 	b'd	後に				
50006	 b'd 	b'd	後に				
50012	 b'd 	b'd	後に				
50016	 b'd 	b'd	後に				
50023	 b'd 	b'd	後に				
50035	 b'd 	b'd	後に				
50040	 b'd 	b'd	後に				
50046	 b'd 	b'd	後に				
50057	 b'd 	b'd	後に				
50061	 b'd 	b'd	後に				
50062	 b'd 	b'd	後に				
50062	 b'd 	b'd	後に				
50068	 b'd 	b'd	後に				
50071	 b'd 	b'd	後に				
50072	 b'd 	b'd	後に				
50083	 b'd 	b'd	後に				
50083	 b'd 	b'd	後に				
51011	 b'd 	b'd	後に				
51015	 b'd 	b'd	後に				
51016	 b'd 	b'd	後に				
52002	 b'd 	b'd	後に				
52004	 b'd 	b'd	後に				
52007	 b'd 	b'd	後に				
52008	 b'd 	b'd	後に				
52009	 b'd 	b'd	後に				
53018	 b'd 	b'd	後に				
53036	 b'd 	b'd	後に				
53069	 b'd 	b'd	後に				
53075	 b'd 	b'd	後に				
53081	 b'd 	b'd	後に				
53121	 b'd 	b'd	後に				
54011	 b'd 	b'd	後に				
54018	 b'd 	b'd	後に				
58034	 b'd 	b'd	後に				
58041	 b'd 	b'd	後に				
58050	 b'd 	b'd	後に				
58053	 b'd 	b'd	後に				
58054	 b'd 	b'd	後に				
58055	 b'd 	b'd	後に				
59033	 b'd 	b'd	後に				
60003	 b'd 	b'd	後に				
60004	 b'd 	b'd	後に				
60005	 b'd 	b'd	後に				
60007	 b'd 	b'd	後に				
60008	 b'd 	b'd	後に				
61007	 b'd 	b'd	後に				
61008	 b'd 	b'd	後に				
61013	 b'd 	b'd	後に				
61014	 b'd 	b'd	後に				
61015	 b'd 	b'd	後に				
61019	 b'd 	b'd	後に				
62006	 b'd 	b'd	後に				
62020	 b'd 	b'd	後に				
62021	 b'd 	b'd	後に				
62023	 b'd 	b'd	後に				
62033	 b'd 	b'd	後に				
62034	 b'd 	b'd	後に				
63029	 b'd 	b'd	後に				
63043	 b'd 	b'd	後に				
64008	 b'd 	b'd	後に				
64009	 b'd 	b'd	後に				
64010	 b'd 	b'd	後に				
64012	 b'd 	b'd	後に				
64014	 b'd 	b'd	後に				
65003	 b'd 	b'd	後に				
65007	 b'd 	b'd	後に				
65009	 b'd 	b'd	後に				
65010	 b'd 	b'd	後に				
69003	 b'd 	b'd	後に				
69013	 b'd 	b'd	後に				
71008	 b'd 	b'd	後に				
71016	 b'd 	b'd	後に				
32043	 b'd 	b'd	後に				
32053	 b'd 	b'd	後に				
33004	 b'd 	b'd	後に				
33005	 b'd 	b'd	後に				
34033	 b'd 	b'd	後に				
34035	 b'd 	b'd	後に				
35020	 b'd 	b'd	後に				
40005	 b'd 	b'd	後に				
44053	 b'de 	b'd	後に				
53105	 b'da	b'da	後に				
35013	 b'da 	b'da	後に				
42014	 b'da 	b'da	後に				
42014	 b'da 	b'da	後に				
46058	 b'da 	b'da	後に				
48017	 b'da 	b'da	後に				
56010	 b'da 	b'da	後に				
63011	 b'da 	b'da	後に				
47003	 'ŕb 	'ŕb	後ろ				
49040	 twbe 	twbe	後悔				
34029	 dnbal 	dnbal	後部				
47046	 dnbal 	dnbal	後部				
50025	 dnbal 	dnbal	後部				
50038	 dnbal 	dnbal	後部				
50040	 dnbal 	dnbal	後部				
50041	 dnbal 	dnbal	後部				
51017	 dnbal 	dnbal	後部				
53023	 dnbal 	dnbal	後部				
53087	 dnbal 	dnbal	後部				
58043	 dnbal 	dnbal	後部				
62030	 dnbal 	dnbal	後部				
44075	 gda 	gda	乞食				
48020	 gda 	gda	乞食				
53012	 gda 	gda	乞食				
53012	 gda 	gda	乞食				
53017	 gda 	gda	乞食				
48025	 gdayy 	gda	乞食				
53006	 gdayy 	gda	乞食				
44009	 nwr 	nwr	光				
44044	 nwre 	nwr	光				
44047	 nwre 	nwr	光				
44007	 nwry 	nwr	光				
37048	 a'lan 	a'lan	公示				
31044	 kary 	kary	効果的な				
59073	 kary 	kary	効果的な				
53029	 dean 	dean	口				
55002	 deane 	deane	口				
47029	 dean 	den	口				
47028	 den 	den	口				
37051	 dene 	dene	口				
35003	 beane 	beane	口実				
35003	 beane 	beane	口実				
32064	 pen 	pen	広い				
55002	 gšad 	gšad	広い				
43029	 mydan 	mydan	広場				
36039	 mydwn 	mydan	広場				
36011	 ħmle 	ħmle	攻撃				
43034	 ħmle 	ħmle	攻撃				
63032	 ħmle 	ħmle	攻撃				
65006	 ħmle 	ħmle	攻撃				
63029	 dar 	dar	絞首台				
63030	 dar 	dar	絞首台				
63033	 dar 	dar	絞首台				
63041	 dar 	dar	絞首台				
63042	 dar 	dar	絞首台				
53038	 mzr'e 	mzr'e	耕作地				
53040	 mzr'e 	mzr'e	耕作地				
53040	 mzr'e 	mzr'e	耕作地				
53048	 mzr'e 	mzr'e	耕作地				
53052	 mzr'e 	mzr'e	耕作地				
64008	 mzr'e 	mzr'e	耕作地				
55007	 xyal 	xyal	考え				
55009	 xyal 	xyal	考え				
54018	 xyal 	xyal	考え				
36013	 fkr 	fkr	考え				
36031	 fkr 	fkr	考え				
63005	 fkr 	fkr	考え				
36005	 fkr 	fkr	考え				
36008	 fkr 	fkr	考え				
37053	 fkr 	fkr	考え				
50061	 fkr 	fkr	考え				
53028	 fkr 	fkr	考え				
53045	 fkr 	fkr	考え				
53069	 fkr 	fkr	考え				
53102	 fkr 	fkr	考え				
53113	 fkr 	fkr	考え				
55005	 fkr 	fkr	考え				
58044	 fkr 	fkr	考え				
58046	 fkr 	fkr	考え				
59025	 fkr 	fkr	考え				
59063	 fkr 	fkr	考え				
59081	 fkr 	fkr	考え				
63028	 fkr 	fkr	考え				
63029	 fkr 	fkr	考え				
55007	 fkr 	fkr	考え				
55009	 fkr 	fkr	考え				
63021	 fkr 	fkr	考え				
68011	 fkry 	fkr	考え				
63018	 fkry 	fkr	考え				
63033	 fkry 	fkr	考え				
63038	 fkry 	fkr	考え				
59042	 ħsaby 	ħsab	考慮				
32064	 byabwn 	byaban	荒野				
38005	 byabwn 	byaban	荒野				
40003	 byabwny 	byaban	荒野				
34028	 byabwnye 	byaban	荒野				
32064	 dšt 	dšt	荒野				
34020	 byabwny 	byabany	荒野の				
33016	 'ml 	'ml	行い				
44075	 bbryn 	rftn	行く				
37048	 brm 	rftn	行く				
41053	 brm 	rftn	行く				
45025	 brm 	rftn	行く				
49023	 brm 	rftn	行く				
50010	 brm 	rftn	行く				
56012	 brm 	rftn	行く				
56013	 brm 	rftn	行く				
57022	 brm 	rftn	行く				
57033	 brm 	rftn	行く				
59031	 brm 	rftn	行く				
65014	 brm 	rftn	行く				
