163020	 سرکونشو 	سر	頭	 کون 	未決	او	三人称単数人称代名詞（彼、彼女）	را	・・・を
139024	 این 	این	この						
139036	 این 	این	この						
138003	 این 	این	この						
138003	 این 	این	この						
138006	 این 	این	この						
139003	 این 	این	この						
139012	 این 	این	この						
139014	 این 	این	この						
139034	 این 	این	この						
140002	 این 	این	この						
138005	 این 	این	この						
139005	 این 	این	この						
140004	 این 	این	この						
139001	 این 	این	この						
140004	 این 	این	この						
141008	 این 	این	この						
141010	 این 	این	この						
150023	 این 	این	この						
150026	 این 	این	この						
150032	 این 	این	この						
141013	 این 	این	この						
142004	 این 	این	この						
143004	 این 	این	この						
145008	 این 	این	この						
149003	 این 	این	この						
149003	 این 	این	この						
149003	 این 	این	この						
149006	 این 	این	この						
150008	 این 	این	この						
150011	 این 	این	この						
150024	 این 	این	この						
150027	 این 	این	この						
150030	 این 	این	この						
150031	 این 	این	この						
146001	 این 	این	この						
146004	 این 	این	この						
148005	 این 	این	この						
148009	 این 	این	この						
149006	 این 	این	この						
149006	 این 	این	この						
149007	 این 	این	この						
150008	 این 	این	この						
150014	 این 	این	この						
150019	 این 	این	この						
150020	 این 	این	この						
150020	 این 	این	この						
150024	 این 	این	この						
150030	 این 	این	この						
145008	 این 	این	この						
149003	 این 	این	この						
149004	 این 	این	この						
149006	 این 	این	この						
150024	 این 	این	この						
150028	 این 	این	この						
150021	 این 	این	この						
150021	 این 	این	この						
150021	 این 	این	この						
141008	 این 	این	この						
141010	 این 	این	この						
150023	 این 	این	この						
150026	 این 	این	この						
150032	 این 	این	この						
141013	 این 	این	この						
142004	 این 	این	この						
143004	 این 	این	この						
145008	 این 	این	この						
149003	 این 	این	この						
149003	 این 	این	この						
149003	 این 	این	この						
149006	 این 	این	この						
150008	 این 	این	この						
150011	 این 	این	この						
150024	 این 	این	この						
150027	 این 	این	この						
150030	 این 	این	この						
150031	 این 	این	この						
146001	 این 	این	この						
146004	 این 	این	この						
148005	 این 	این	この						
148009	 این 	این	この						
149006	 این 	این	この						
149006	 این 	این	この						
149007	 این 	این	この						
150008	 این 	این	この						
150014	 این 	این	この						
150019	 این 	این	この						
150020	 این 	این	この						
150020	 این 	این	この						
150024	 این 	این	この						
150030	 این 	این	この						
145008	 این 	این	この						
149003	 این 	این	この						
149004	 این 	این	この						
149006	 این 	این	この						
150024	 این 	این	この						
150028	 این 	این	この						
150021	 این 	این	この						
150021	 این 	این	この						
150021	 این 	این	この						
163012	 این 	این	この						
163011	 این 	این	この						
166010	 این 	این	この						
166017	 این 	این	この						
171005	 این 	این	この						
180002	 این 	این	この						
171003	 این 	این	この						
171004	 این 	این	この						
175002	 این 	این	この						
176002	 این 	این	この						
177001	 این 	این	この						
176003	 این 	این	この						
177001	 این 	این	この						
177003	 این 	این	この						
179002	 این 	این	この						
180001	 این 	این	この						
182002	 این 	این	この						
188001	 این 	این	この						
189005	 این 	این	この						
194004	 این 	این	この						
194006	 این 	این	この						
194007	 این 	این	この						
194008	 این 	این	この						
194019	 این 	این	この						
194020	 این 	این	この						
198001	 این 	این	この						
198001	 این 	این	この						
200006	 این 	این	この						
181005	 این 	این	この						
184002	 این 	این	この						
184008	 این 	این	この						
184009	 این 	این	この						
186001	 این 	این	この						
186005	 این 	این	この						
187003	 این 	این	この						
189001	 این 	این	この						
189005	 این 	این	この						
191002	 این 	این	この						
191016	 این 	این	この						
191017	 این 	این	この						
193007	 این 	این	この						
194003	 این 	این	この						
194004	 این 	این	この						
194006	 این 	این	この						
194015	 این 	این	この						
194015	 این 	این	この						
194022	 این 	این	この						
196009	 این 	این	この						
197005	 این 	این	この						
197006	 این 	این	この						
197007	 این 	این	この						
197008	 این 	این	この						
197009	 این 	این	この						
197010	 این 	این	この						
198001	 این 	این	この						
198001	 این 	این	この						
200006	 این 	این	この						
181004	 این 	این	この						
181005	 این 	این	この						
182003	 این 	این	この						
182007	 این 	این	この						
183002	 این 	این	この						
184004	 این 	این	この						
184004	 این 	این	この						
184005	 این 	این	この						
184006	 این 	این	この						
189004	 این 	این	この						
190002	 این 	این	この						
192002	 این 	این	この						
192005	 این 	این	この						
193005	 این 	این	この						
194002	 این 	این	この						
196007	 این 	این	この						
197004	 این 	این	この						
184004	 این 	این	この						
185001	 این 	این	この						
185001	 این 	این	この						
185001	 این 	این	この						
186004	 این 	این	この						
188003	 این 	این	この						
189003	 این 	این	この						
189003	 این 	این	この						
190004	 این 	این	この						
194001	 این 	این	この						
194016	 این 	این	この						
194016	 این 	این	この						
184007	 این 	این	この						
189002	 این 	این	この						
189002	 این 	این	この						
191008	 این 	این	この						
191011	 این 	این	この						
193008	 این 	این	この						
194006	 این 	این	この						
182006	 این 	این	この						
94027	 این ها 	این	この						
191008	 این ها 	این	この						
79014	 اینا 	این	この						
82023	 اینا 	این	この						
83001	 اینا 	این	この						
85015	 اینا 	این	この						
82014	 اینا 	این	この						
82021	 اینا 	این	この						
83027	 اینا 	این	この						
84008	 اینا 	این	この						
85013	 اینا 	این	この						
80007	 اینا 	این	この						
80012	 اینا 	این	この						
82010	 اینا 	این	この						
83022	 اینا 	این	この						
84022	 اینا 	این	この						
85016	 اینا 	این	この						
80010	 اینا 	این	この						
87004	 اینا 	این	この						
91052	 اینا 	این	この						
91058	 اینا 	این	この						
92029	 اینا 	این	この						
92039	 اینا 	این	この						
92051	 اینا 	این	この						
91055	 اینا 	این	この						
91028	 اینا 	این	この						
91020	 اینا 	این	この						
94048	 اینا 	این	この						
94048	 اینا 	این	この						
94050	 اینا 	این	この						
94057	 اینا 	این	この						
94057	 اینا 	این	この						
94062	 اینا 	این	この						
93019	 اینا 	این	この						
93020	 اینا 	این	この						
93021	 اینا 	این	この						
93029	 اینا 	این	この						
93032	 اینا 	این	この						
94062	 اینا 	این	この						
93032	 اینا 	این	この						
93032	 اینا 	این	この						
94059	 اینا 	این	この						
94061	 اینا 	این	この						
96128	 اینا 	این	この						
96138	 اینا 	این	この						
96144	 اینا 	این	この						
96087	 اینا 	این	この						
111008	 اینا 	این	この						
111017	 اینا 	این	この						
111018	 اینا 	این	この						
127005	 اینا 	این	この						
129005	 اینا 	این	この						
129011	 اینا 	این	この						
135005	 اینا 	این	この						
135009	 اینا 	این	この						
135008	 اینا 	این	この						
135010	 اینا 	این	この						
139005	 اینا 	این	この						
139027	 اینا 	این	この						
138010	 اینا 	این	この						
139016	 اینا 	این	この						
138015	 اینا 	این	この						
138016	 اینا 	این	この						
139012	 اینا 	این	この						
143004	 اینا 	این	この						
143005	 اینا 	این	この						
143007	 اینا 	این	この						
150023	 اینا 	این	この						
150026	 اینا 	این	この						
150025	 اینا 	این	この						
150025	 اینا 	این	この						
150028	 اینا 	این	この						
143004	 اینا 	این	この						
143005	 اینا 	این	この						
143007	 اینا 	این	この						
150023	 اینا 	این	この						
150026	 اینا 	این	この						
150025	 اینا 	این	この						
150025	 اینا 	این	この						
150028	 اینا 	این	この						
180002	 اینا 	این	この						
187002	 اینا 	این	この						
192002	 اینا 	این	この						
194027	 اینا 	این	この						
197016	 اینا 	این	この						
197015	 اینا 	این	この						
199004	 اینا 	این	この						
186003	 اینا 	این	この						
196002	 اینا 	این	この						
196008	 اینا 	این	この						
181004	 اینا 	این	この						
181004	 اینا 	این	この						
191016	 اینا 	این	この						
194003	 اینا 	این	この						
196007	 اینا 	این	この						
189004	 اینا 	این	この						
